V1,signif
aten_0.1.m1.17203.m1,0
aten_0.1.m1.17204.m1,0
aten_0.1.m1.17205.m1,0
aten_0.1.m1.17207.m1,0
aten_0.1.m1.17208.m1,0
aten_0.1.m1.17209.m1,0
aten_0.1.m1.17210.m1,0
aten_0.1.m1.17211.m1,0
aten_0.1.m1.17212.m1,0
aten_0.1.m1.17214.m1,0
aten_0.1.m1.17215.m1,0
aten_0.1.m1.17217.m1,0
aten_0.1.m1.17218.m1,0
aten_0.1.m1.17219.m1,0
aten_0.1.m1.1722.m1,0
aten_0.1.m1.17220.m1,0
aten_0.1.m1.17221.m1,0
aten_0.1.m1.17222.m1,0
aten_0.1.m1.17223.m1,0
aten_0.1.m1.17224.m1,0
aten_0.1.m1.17225.m1,0
aten_0.1.m1.17226.m1,0
aten_0.1.m1.17227.m1,0
aten_0.1.m1.17228.m1,0
aten_0.1.m1.1723.m1,0
aten_0.1.m1.17231.m1,0
aten_0.1.m1.17234.m1,0
aten_0.1.m1.17235.m1,0
aten_0.1.m1.17237.m1,0
aten_0.1.m1.17238.m1,0
aten_0.1.m1.17240.m1,0
aten_0.1.m1.17241.m1,0
aten_0.1.m1.17242.m1,0
aten_0.1.m1.17243.m1,0
aten_0.1.m1.17245.m1,0
aten_0.1.m1.17246.m1,0
aten_0.1.m1.1725.m1,0
aten_0.1.m1.17250.m1,0
aten_0.1.m1.17251.m1,0
aten_0.1.m1.17252.m1,0
aten_0.1.m1.17254.m1,0
aten_0.1.m1.17255.m1,0
aten_0.1.m1.17257.m1,0
aten_0.1.m1.17258.m1,0
aten_0.1.m1.17259.m1,0
aten_0.1.m1.1726.m1,0
aten_0.1.m1.17261.m1,0
aten_0.1.m1.17262.m1,0
aten_0.1.m1.17264.m1,0
aten_0.1.m1.17265.m1,0
aten_0.1.m1.17267.m1,0
aten_0.1.m1.17268.m1,0
aten_0.1.m1.17269.m1,0
aten_0.1.m1.17270.m1,0
aten_0.1.m1.17271.m1,0
aten_0.1.m1.17272.m1,0
aten_0.1.m1.17273.m1,0
aten_0.1.m1.17274.m1,0
aten_0.1.m1.17275.m1,0
aten_0.1.m1.1728.m1,0
aten_0.1.m1.17280.m1,0
aten_0.1.m1.17282.m1,0
aten_0.1.m1.17287.m1,0
aten_0.1.m1.17288.m1,0
aten_0.1.m1.17289.m1,0
aten_0.1.m1.1729.m1,0
aten_0.1.m1.17290.m1,0
aten_0.1.m1.17291.m1,0
aten_0.1.m1.17294.m1,0
aten_0.1.m1.17295.m1,0
aten_0.1.m1.17297.m1,0
aten_0.1.m1.17298.m1,0
aten_0.1.m1.17299.m1,0
aten_0.1.m1.173.m1,0
aten_0.1.m1.1730.m1,0
aten_0.1.m1.17304.m1,0
aten_0.1.m1.17306.m1,0
aten_0.1.m1.17308.m1,0
aten_0.1.m1.17309.m1,0
aten_0.1.m1.17310.m1,0
aten_0.1.m1.17312.m1,0
aten_0.1.m1.17314.m1,0
aten_0.1.m1.17315.m1,0
aten_0.1.m1.17316.m1,0
aten_0.1.m1.17317.m1,0
aten_0.1.m1.1732.m1,0
aten_0.1.m1.17320.m1,0
aten_0.1.m1.17322.m1,0
aten_0.1.m1.17323.m1,0
aten_0.1.m1.17324.m1,0
aten_0.1.m1.17327.m1,0
aten_0.1.m1.17330.m1,0
aten_0.1.m1.17333.m1,0
aten_0.1.m1.17337.m1,0
aten_0.1.m1.17338.m1,0
aten_0.1.m1.17339.m1,0
aten_0.1.m1.1734.m1,0
aten_0.1.m1.17348.m1,0
aten_0.1.m1.17349.m1,0
aten_0.1.m1.17352.m1,0
aten_0.1.m1.17355.m1,0
aten_0.1.m1.17356.m1,0
aten_0.1.m1.17357.m1,0
aten_0.1.m1.17358.m1,0
aten_0.1.m1.1736.m1,0
aten_0.1.m1.17360.m1,0
aten_0.1.m1.17361.m1,0
aten_0.1.m1.17362.m1,0
aten_0.1.m1.17365.m1,0
aten_0.1.m1.17366.m1,0
aten_0.1.m1.17367.m1,0
aten_0.1.m1.1737.m1,0
aten_0.1.m1.17372.m1,0
aten_0.1.m1.17375.m1,0
aten_0.1.m1.17379.m1,0
aten_0.1.m1.17385.m1,0
aten_0.1.m1.17386.m1,0
aten_0.1.m1.17387.m1,0
aten_0.1.m1.1739.m1,0
aten_0.1.m1.17390.m1,0
aten_0.1.m1.17391.m1,0
aten_0.1.m1.17393.m1,0
aten_0.1.m1.17394.m1,0
aten_0.1.m1.17395.m1,0
aten_0.1.m1.17396.m1,0
aten_0.1.m1.17398.m1,0
aten_0.1.m1.17399.m1,0
aten_0.1.m1.1740.m1,0
aten_0.1.m1.17400.m1,0
aten_0.1.m1.17401.m1,0
aten_0.1.m1.17402.m1,0
aten_0.1.m1.17403.m1,0
aten_0.1.m1.17404.m1,0
aten_0.1.m1.17406.m1,0
aten_0.1.m1.17407.m1,0
aten_0.1.m1.17408.m1,0
aten_0.1.m1.17413.m1,0
aten_0.1.m1.17414.m1,0
aten_0.1.m1.17415.m1,0
aten_0.1.m1.17416.m1,0
aten_0.1.m1.17417.m1,0
aten_0.1.m1.17419.m1,0
aten_0.1.m1.17420.m1,0
aten_0.1.m1.17421.m1,0
aten_0.1.m1.17422.m1,0
aten_0.1.m1.17426.m1,0
aten_0.1.m1.17427.m1,0
aten_0.1.m1.17428.m1,0
aten_0.1.m1.17430.m1,0
aten_0.1.m1.17431.m1,0
aten_0.1.m1.17432.m1,0
aten_0.1.m1.17433.m1,0
aten_0.1.m1.17434.m1,0
aten_0.1.m1.17435.m1,0
aten_0.1.m1.17437.m1,0
aten_0.1.m1.17438.m1,0
aten_0.1.m1.1744.m1,0
aten_0.1.m1.17441.m1,0
aten_0.1.m1.17443.m1,0
aten_0.1.m1.17446.m1,0
aten_0.1.m1.17447.m1,0
aten_0.1.m1.17449.m1,0
aten_0.1.m1.1745.m1,0
aten_0.1.m1.17450.m1,0
aten_0.1.m1.17451.m1,0
aten_0.1.m1.17452.m1,0
aten_0.1.m1.17453.m1,0
aten_0.1.m1.17456.m1,0
aten_0.1.m1.17459.m1,0
aten_0.1.m1.1746.m1,0
aten_0.1.m1.17460.m1,0
aten_0.1.m1.17461.m1,0
aten_0.1.m1.17462.m1,0
aten_0.1.m1.17463.m1,0
aten_0.1.m1.17466.m1,0
aten_0.1.m1.17469.m1,0
aten_0.1.m1.1747.m1,0
aten_0.1.m1.17471.m1,0
aten_0.1.m1.17472.m1,0
aten_0.1.m1.17474.m1,0
aten_0.1.m1.17477.m1,0
aten_0.1.m1.17479.m1,0
aten_0.1.m1.17480.m1,0
aten_0.1.m1.17481.m1,0
aten_0.1.m1.17483.m1,0
aten_0.1.m1.17484.m1,0
aten_0.1.m1.17494.m1,0
aten_0.1.m1.17495.m1,0
aten_0.1.m1.17496.m1,0
aten_0.1.m1.17497.m1,0
aten_0.1.m1.17499.m1,0
aten_0.1.m1.175.m1,0
aten_0.1.m1.1750.m1,0
aten_0.1.m1.17505.m1,0
aten_0.1.m1.17508.m1,0
aten_0.1.m1.17511.m1,0
aten_0.1.m1.17512.m1,0
aten_0.1.m1.17513.m1,0
aten_0.1.m1.17515.m1,0
aten_0.1.m1.17516.m1,0
aten_0.1.m1.17517.m1,0
aten_0.1.m1.17518.m1,0
aten_0.1.m1.17519.m1,0
aten_0.1.m1.17522.m1,0
aten_0.1.m1.17524.m1,0
aten_0.1.m1.17527.m1,0
aten_0.1.m1.17528.m1,0
aten_0.1.m1.17529.m1,0
aten_0.1.m1.17530.m1,0
aten_0.1.m1.17532.m1,0
aten_0.1.m1.17534.m1,0
aten_0.1.m1.17542.m1,0
aten_0.1.m1.17543.m1,0
aten_0.1.m1.17544.m1,0
aten_0.1.m1.17549.m1,0
aten_0.1.m1.1755.m1,0
aten_0.1.m1.17550.m1,0
aten_0.1.m1.17551.m1,0
aten_0.1.m1.17554.m1,0
aten_0.1.m1.17558.m1,0
aten_0.1.m1.17559.m1,0
aten_0.1.m1.1756.m1,0
aten_0.1.m1.17560.m1,0
aten_0.1.m1.17561.m1,0
aten_0.1.m1.17562.m1,0
aten_0.1.m1.17565.m1,0
aten_0.1.m1.17566.m1,0
aten_0.1.m1.17567.m1,0
aten_0.1.m1.17568.m1,0
aten_0.1.m1.17569.m1,0
aten_0.1.m1.1757.m1,0
aten_0.1.m1.17570.m1,0
aten_0.1.m1.17572.m1,0
aten_0.1.m1.17573.m1,0
aten_0.1.m1.17574.m1,0
aten_0.1.m1.17575.m1,0
aten_0.1.m1.17576.m1,0
aten_0.1.m1.17577.m1,0
aten_0.1.m1.17578.m1,0
aten_0.1.m1.17579.m1,0
aten_0.1.m1.1758.m1,0
aten_0.1.m1.17580.m1,0
aten_0.1.m1.17581.m1,0
aten_0.1.m1.17582.m1,0
aten_0.1.m1.17584.m1,0
aten_0.1.m1.17585.m1,0
aten_0.1.m1.17586.m1,0
aten_0.1.m1.17587.m1,0
aten_0.1.m1.1759.m1,0
aten_0.1.m1.17590.m1,0
aten_0.1.m1.17591.m1,0
aten_0.1.m1.17593.m1,0
aten_0.1.m1.17594.m1,0
aten_0.1.m1.17597.m1,0
aten_0.1.m1.17598.m1,0
aten_0.1.m1.17599.m1,0
aten_0.1.m1.176.m1,0
aten_0.1.m1.17600.m1,0
aten_0.1.m1.17601.m1,0
aten_0.1.m1.17603.m1,0
aten_0.1.m1.17604.m1,0
aten_0.1.m1.17605.m1,0
aten_0.1.m1.17606.m1,0
aten_0.1.m1.17608.m1,0
aten_0.1.m1.17609.m1,0
aten_0.1.m1.1761.m1,0
aten_0.1.m1.17610.m1,0
aten_0.1.m1.17611.m1,0
aten_0.1.m1.17612.m1,0
aten_0.1.m1.17615.m1,0
aten_0.1.m1.17618.m1,0
aten_0.1.m1.1762.m1,0
aten_0.1.m1.17621.m1,0
aten_0.1.m1.17623.m1,0
aten_0.1.m1.17624.m1,0
aten_0.1.m1.17625.m1,0
aten_0.1.m1.17626.m1,0
aten_0.1.m1.17629.m1,0
aten_0.1.m1.1763.m1,0
aten_0.1.m1.17630.m1,0
aten_0.1.m1.17631.m1,0
aten_0.1.m1.17632.m1,0
aten_0.1.m1.17633.m1,0
aten_0.1.m1.17634.m1,0
aten_0.1.m1.17635.m1,0
aten_0.1.m1.17636.m1,0
aten_0.1.m1.17637.m1,0
aten_0.1.m1.17638.m1,0
aten_0.1.m1.1764.m1,0
aten_0.1.m1.17641.m1,0
aten_0.1.m1.17642.m1,0
aten_0.1.m1.17643.m1,0
aten_0.1.m1.17644.m1,0
aten_0.1.m1.17645.m1,0
aten_0.1.m1.17646.m1,0
aten_0.1.m1.17647.m1,0
aten_0.1.m1.17648.m1,0
aten_0.1.m1.1765.m1,0
aten_0.1.m1.17650.m1,0
aten_0.1.m1.17651.m1,0
aten_0.1.m1.17652.m1,0
aten_0.1.m1.17653.m1,0
aten_0.1.m1.17656.m1,0
aten_0.1.m1.17657.m1,0
aten_0.1.m1.17659.m1,0
aten_0.1.m1.1766.m1,0
aten_0.1.m1.17665.m1,0
aten_0.1.m1.17669.m1,0
aten_0.1.m1.17672.m1,0
aten_0.1.m1.17674.m1,0
aten_0.1.m1.17675.m1,0
aten_0.1.m1.17677.m1,0
aten_0.1.m1.17679.m1,0
aten_0.1.m1.1768.m1,0
aten_0.1.m1.17680.m1,0
aten_0.1.m1.17682.m1,0
aten_0.1.m1.17685.m1,0
aten_0.1.m1.17686.m1,0
aten_0.1.m1.1769.m1,0
aten_0.1.m1.17690.m1,0
aten_0.1.m1.17694.m1,0
aten_0.1.m1.17698.m1,0
aten_0.1.m1.177.m1,0
aten_0.1.m1.1770.m1,0
aten_0.1.m1.17700.m1,0
aten_0.1.m1.17704.m1,0
aten_0.1.m1.17705.m1,0
aten_0.1.m1.17707.m1,0
aten_0.1.m1.1771.m1,0
aten_0.1.m1.17711.m1,0
aten_0.1.m1.17713.m1,0
aten_0.1.m1.17714.m1,0
aten_0.1.m1.17715.m1,0
aten_0.1.m1.17716.m1,0
aten_0.1.m1.17717.m1,0
aten_0.1.m1.17718.m1,0
aten_0.1.m1.17720.m1,0
aten_0.1.m1.17721.m1,0
aten_0.1.m1.17724.m1,0
aten_0.1.m1.17726.m1,0
aten_0.1.m1.17728.m1,0
aten_0.1.m1.17730.m1,0
aten_0.1.m1.17733.m1,0
aten_0.1.m1.17734.m1,0
aten_0.1.m1.17735.m1,0
aten_0.1.m1.17736.m1,0
aten_0.1.m1.17737.m1,0
aten_0.1.m1.17738.m1,0
aten_0.1.m1.1774.m1,0
aten_0.1.m1.17740.m1,0
aten_0.1.m1.17741.m1,0
aten_0.1.m1.17743.m1,0
aten_0.1.m1.17744.m1,0
aten_0.1.m1.17745.m1,0
aten_0.1.m1.17746.m1,0
aten_0.1.m1.17749.m1,0
aten_0.1.m1.1775.m1,0
aten_0.1.m1.17750.m1,0
aten_0.1.m1.17751.m1,0
aten_0.1.m1.17752.m1,0
aten_0.1.m1.17754.m1,0
aten_0.1.m1.17755.m1,0
aten_0.1.m1.17756.m1,0
aten_0.1.m1.17757.m1,0
aten_0.1.m1.17759.m1,0
aten_0.1.m1.17761.m1,0
aten_0.1.m1.17762.m1,0
aten_0.1.m1.17763.m1,0
aten_0.1.m1.17764.m1,0
aten_0.1.m1.17767.m1,0
aten_0.1.m1.17770.m1,0
aten_0.1.m1.17773.m1,0
aten_0.1.m1.17781.m1,0
aten_0.1.m1.17782.m1,0
aten_0.1.m1.17783.m1,0
aten_0.1.m1.17784.m1,0
aten_0.1.m1.17785.m1,0
aten_0.1.m1.17787.m1,0
aten_0.1.m1.17788.m1,0
aten_0.1.m1.17792.m1,0
aten_0.1.m1.17793.m1,0
aten_0.1.m1.17795.m1,0
aten_0.1.m1.17796.m1,0
aten_0.1.m1.17797.m1,0
aten_0.1.m1.178.m1,0
aten_0.1.m1.1780.m1,0
aten_0.1.m1.17803.m1,0
aten_0.1.m1.17804.m1,0
aten_0.1.m1.17806.m1,0
aten_0.1.m1.17807.m1,0
aten_0.1.m1.17809.m1,0
aten_0.1.m1.1781.m1,0
aten_0.1.m1.17810.m1,0
aten_0.1.m1.17812.m1,0
aten_0.1.m1.17816.m1,0
aten_0.1.m1.17817.m1,0
aten_0.1.m1.17818.m1,0
aten_0.1.m1.17819.m1,0
aten_0.1.m1.1782.m1,0
aten_0.1.m1.17821.m1,0
aten_0.1.m1.17822.m1,0
aten_0.1.m1.17824.m1,0
aten_0.1.m1.17826.m1,0
aten_0.1.m1.17827.m1,0
aten_0.1.m1.17828.m1,0
aten_0.1.m1.17829.m1,0
aten_0.1.m1.17831.m1,0
aten_0.1.m1.17833.m1,0
aten_0.1.m1.17837.m1,0
aten_0.1.m1.17839.m1,0
aten_0.1.m1.1784.m1,0
aten_0.1.m1.17840.m1,0
aten_0.1.m1.17843.m1,0
aten_0.1.m1.17844.m1,0
aten_0.1.m1.17845.m1,0
aten_0.1.m1.17846.m1,0
aten_0.1.m1.17847.m1,0
aten_0.1.m1.17848.m1,0
aten_0.1.m1.1785.m1,0
aten_0.1.m1.17851.m1,0
aten_0.1.m1.17854.m1,0
aten_0.1.m1.17855.m1,0
aten_0.1.m1.17857.m1,0
aten_0.1.m1.17859.m1,0
aten_0.1.m1.17860.m1,0
aten_0.1.m1.17862.m1,0
aten_0.1.m1.17863.m1,0
aten_0.1.m1.17864.m1,0
aten_0.1.m1.1787.m1,0
aten_0.1.m1.17870.m1,0
aten_0.1.m1.17871.m1,0
aten_0.1.m1.17872.m1,0
aten_0.1.m1.17875.m1,0
aten_0.1.m1.17876.m1,0
aten_0.1.m1.17878.m1,0
aten_0.1.m1.17879.m1,0
aten_0.1.m1.1788.m1,0
aten_0.1.m1.17883.m1,0
aten_0.1.m1.17884.m1,0
aten_0.1.m1.17889.m1,0
aten_0.1.m1.17892.m1,0
aten_0.1.m1.17893.m1,0
aten_0.1.m1.17896.m1,0
aten_0.1.m1.179.m1,0
aten_0.1.m1.1790.m1,0
aten_0.1.m1.17900.m1,0
aten_0.1.m1.17903.m1,0
aten_0.1.m1.17904.m1,0
aten_0.1.m1.17905.m1,0
aten_0.1.m1.17906.m1,0
aten_0.1.m1.17907.m1,0
aten_0.1.m1.17909.m1,0
aten_0.1.m1.17911.m1,0
aten_0.1.m1.17912.m1,0
aten_0.1.m1.17914.m1,0
aten_0.1.m1.17916.m1,0
aten_0.1.m1.17918.m1,0
aten_0.1.m1.17919.m1,0
aten_0.1.m1.17922.m1,0
aten_0.1.m1.17927.m1,0
aten_0.1.m1.17930.m1,0
aten_0.1.m1.17931.m1,0
aten_0.1.m1.17936.m1,0
aten_0.1.m1.17937.m1,0
aten_0.1.m1.17940.m1,0
aten_0.1.m1.17941.m1,0
aten_0.1.m1.17942.m1,0
aten_0.1.m1.17943.m1,0
aten_0.1.m1.17944.m1,0
aten_0.1.m1.17946.m1,0
aten_0.1.m1.17947.m1,0
aten_0.1.m1.1795.m1,0
aten_0.1.m1.17950.m1,0
aten_0.1.m1.17951.m1,0
aten_0.1.m1.17952.m1,0
aten_0.1.m1.17954.m1,0
aten_0.1.m1.17959.m1,0
aten_0.1.m1.1796.m1,0
aten_0.1.m1.17960.m1,0
aten_0.1.m1.17963.m1,0
aten_0.1.m1.17968.m1,0
aten_0.1.m1.1797.m1,0
aten_0.1.m1.17974.m1,0
aten_0.1.m1.17976.m1,0
aten_0.1.m1.17977.m1,0
aten_0.1.m1.17978.m1,0
aten_0.1.m1.17979.m1,0
aten_0.1.m1.17982.m1,0
aten_0.1.m1.17986.m1,0
aten_0.1.m1.17988.m1,0
aten_0.1.m1.17990.m1,0
aten_0.1.m1.17991.m1,0
aten_0.1.m1.17992.m1,0
aten_0.1.m1.17993.m1,0
aten_0.1.m1.17994.m1,0
aten_0.1.m1.17995.m1,0
aten_0.1.m1.17996.m1,0
aten_0.1.m1.17997.m1,0
aten_0.1.m1.17998.m1,0
aten_0.1.m1.17999.m1,0
aten_0.1.m1.18.m1,0
aten_0.1.m1.1800.m1,0
aten_0.1.m1.18000.m1,0
aten_0.1.m1.18001.m1,0
aten_0.1.m1.18003.m1,0
aten_0.1.m1.18005.m1,0
aten_0.1.m1.18007.m1,0
aten_0.1.m1.18008.m1,0
aten_0.1.m1.18009.m1,0
aten_0.1.m1.1801.m1,0
aten_0.1.m1.18010.m1,0
aten_0.1.m1.18011.m1,0
aten_0.1.m1.18012.m1,0
aten_0.1.m1.18014.m1,0
aten_0.1.m1.18015.m1,0
aten_0.1.m1.18016.m1,0
aten_0.1.m1.18017.m1,0
aten_0.1.m1.18018.m1,0
aten_0.1.m1.1802.m1,0
aten_0.1.m1.18023.m1,0
aten_0.1.m1.18026.m1,0
aten_0.1.m1.18031.m1,0
aten_0.1.m1.18037.m1,0
aten_0.1.m1.18039.m1,0
aten_0.1.m1.18042.m1,0
aten_0.1.m1.18044.m1,0
aten_0.1.m1.18047.m1,0
aten_0.1.m1.18048.m1,0
aten_0.1.m1.18049.m1,0
aten_0.1.m1.1805.m1,0
aten_0.1.m1.18050.m1,0
aten_0.1.m1.18052.m1,0
aten_0.1.m1.18057.m1,0
aten_0.1.m1.1806.m1,0
aten_0.1.m1.18065.m1,0
aten_0.1.m1.18069.m1,0
aten_0.1.m1.1807.m1,0
aten_0.1.m1.18070.m1,0
aten_0.1.m1.18071.m1,0
aten_0.1.m1.18072.m1,0
aten_0.1.m1.18074.m1,0
aten_0.1.m1.18075.m1,0
aten_0.1.m1.18076.m1,0
aten_0.1.m1.18078.m1,0
aten_0.1.m1.18079.m1,0
aten_0.1.m1.1808.m1,0
aten_0.1.m1.18080.m1,0
aten_0.1.m1.18081.m1,0
aten_0.1.m1.18084.m1,0
aten_0.1.m1.18085.m1,0
aten_0.1.m1.18086.m1,0
aten_0.1.m1.18087.m1,0
aten_0.1.m1.18088.m1,0
aten_0.1.m1.18090.m1,0
aten_0.1.m1.18091.m1,0
aten_0.1.m1.18093.m1,0
aten_0.1.m1.18094.m1,0
aten_0.1.m1.18095.m1,0
aten_0.1.m1.18096.m1,0
aten_0.1.m1.18097.m1,0
aten_0.1.m1.18099.m1,0
aten_0.1.m1.181.m1,0
aten_0.1.m1.18100.m1,0
aten_0.1.m1.18101.m1,0
aten_0.1.m1.18102.m1,0
aten_0.1.m1.18103.m1,0
aten_0.1.m1.18106.m1,0
aten_0.1.m1.18107.m1,0
aten_0.1.m1.18108.m1,0
aten_0.1.m1.1811.m1,0
aten_0.1.m1.18110.m1,0
aten_0.1.m1.18111.m1,0
aten_0.1.m1.18112.m1,0
aten_0.1.m1.18114.m1,0
aten_0.1.m1.18115.m1,0
aten_0.1.m1.18116.m1,0
aten_0.1.m1.18117.m1,0
aten_0.1.m1.1812.m1,0
aten_0.1.m1.18121.m1,0
aten_0.1.m1.18123.m1,0
aten_0.1.m1.18124.m1,0
aten_0.1.m1.18126.m1,0
aten_0.1.m1.18127.m1,0
aten_0.1.m1.1813.m1,0
aten_0.1.m1.18131.m1,0
aten_0.1.m1.18134.m1,0
aten_0.1.m1.18135.m1,0
aten_0.1.m1.18137.m1,0
aten_0.1.m1.18138.m1,0
aten_0.1.m1.18140.m1,0
aten_0.1.m1.18141.m1,0
aten_0.1.m1.18142.m1,0
aten_0.1.m1.18147.m1,0
aten_0.1.m1.18156.m1,0
aten_0.1.m1.18157.m1,0
aten_0.1.m1.1816.m1,0
aten_0.1.m1.18161.m1,0
aten_0.1.m1.18162.m1,0
aten_0.1.m1.18163.m1,0
aten_0.1.m1.18164.m1,0
aten_0.1.m1.18166.m1,0
aten_0.1.m1.18167.m1,0
aten_0.1.m1.18168.m1,0
aten_0.1.m1.18169.m1,0
aten_0.1.m1.1817.m1,0
aten_0.1.m1.18170.m1,0
aten_0.1.m1.18172.m1,0
aten_0.1.m1.18174.m1,0
aten_0.1.m1.18176.m1,0
aten_0.1.m1.18177.m1,0
aten_0.1.m1.18178.m1,0
aten_0.1.m1.18179.m1,0
aten_0.1.m1.1818.m1,0
aten_0.1.m1.18185.m1,0
aten_0.1.m1.18186.m1,0
aten_0.1.m1.18189.m1,0
aten_0.1.m1.1819.m1,0
aten_0.1.m1.18190.m1,0
aten_0.1.m1.18193.m1,0
aten_0.1.m1.1820.m1,0
aten_0.1.m1.18200.m1,0
aten_0.1.m1.18201.m1,0
aten_0.1.m1.18202.m1,0
aten_0.1.m1.18203.m1,0
aten_0.1.m1.18205.m1,0
aten_0.1.m1.18207.m1,0
aten_0.1.m1.18209.m1,0
aten_0.1.m1.18212.m1,0
aten_0.1.m1.18213.m1,0
aten_0.1.m1.18219.m1,0
aten_0.1.m1.1822.m1,0
aten_0.1.m1.18225.m1,0
aten_0.1.m1.18227.m1,0
aten_0.1.m1.18228.m1,0
aten_0.1.m1.18230.m1,0
aten_0.1.m1.18232.m1,0
aten_0.1.m1.18233.m1,0
aten_0.1.m1.18235.m1,0
aten_0.1.m1.18238.m1,0
aten_0.1.m1.18240.m1,0
aten_0.1.m1.18241.m1,0
aten_0.1.m1.18243.m1,0
aten_0.1.m1.18246.m1,0
aten_0.1.m1.18250.m1,0
aten_0.1.m1.18251.m1,0
aten_0.1.m1.18252.m1,0
aten_0.1.m1.18253.m1,0
aten_0.1.m1.18257.m1,0
aten_0.1.m1.18259.m1,0
aten_0.1.m1.18261.m1,0
aten_0.1.m1.18262.m1,0
aten_0.1.m1.18267.m1,0
aten_0.1.m1.18269.m1,0
aten_0.1.m1.18271.m1,0
aten_0.1.m1.18275.m1,0
aten_0.1.m1.18276.m1,0
aten_0.1.m1.18277.m1,0
aten_0.1.m1.18278.m1,0
aten_0.1.m1.1828.m1,0
aten_0.1.m1.18288.m1,0
aten_0.1.m1.18293.m1,0
aten_0.1.m1.18300.m1,0
aten_0.1.m1.18303.m1,0
aten_0.1.m1.18305.m1,0
aten_0.1.m1.18309.m1,0
aten_0.1.m1.1831.m1,0
aten_0.1.m1.18312.m1,0
aten_0.1.m1.18314.m1,0
aten_0.1.m1.18315.m1,0
aten_0.1.m1.18317.m1,0
aten_0.1.m1.18319.m1,0
aten_0.1.m1.18320.m1,0
aten_0.1.m1.18326.m1,0
aten_0.1.m1.18327.m1,0
aten_0.1.m1.18328.m1,0
aten_0.1.m1.18329.m1,0
aten_0.1.m1.1833.m1,0
aten_0.1.m1.18330.m1,0
aten_0.1.m1.18333.m1,0
aten_0.1.m1.18335.m1,0
aten_0.1.m1.18336.m1,0
aten_0.1.m1.18337.m1,0
aten_0.1.m1.18341.m1,0
aten_0.1.m1.18344.m1,0
aten_0.1.m1.18345.m1,0
aten_0.1.m1.18346.m1,0
aten_0.1.m1.18348.m1,0
aten_0.1.m1.1835.m1,0
aten_0.1.m1.18350.m1,0
aten_0.1.m1.18351.m1,0
aten_0.1.m1.18352.m1,0
aten_0.1.m1.18354.m1,0
aten_0.1.m1.18356.m1,0
aten_0.1.m1.18357.m1,0
aten_0.1.m1.18358.m1,0
aten_0.1.m1.18359.m1,0
aten_0.1.m1.1836.m1,0
aten_0.1.m1.18362.m1,0
aten_0.1.m1.18364.m1,0
aten_0.1.m1.18365.m1,0
aten_0.1.m1.18366.m1,0
aten_0.1.m1.18368.m1,0
aten_0.1.m1.18369.m1,0
aten_0.1.m1.1837.m1,0
aten_0.1.m1.18370.m1,0
aten_0.1.m1.18371.m1,0
aten_0.1.m1.18373.m1,0
aten_0.1.m1.18374.m1,0
aten_0.1.m1.18377.m1,0
aten_0.1.m1.18378.m1,0
aten_0.1.m1.18379.m1,0
aten_0.1.m1.18381.m1,0
aten_0.1.m1.18382.m1,0
aten_0.1.m1.18385.m1,0
aten_0.1.m1.18386.m1,0
aten_0.1.m1.1839.m1,0
aten_0.1.m1.18390.m1,0
aten_0.1.m1.18391.m1,0
aten_0.1.m1.18393.m1,0
aten_0.1.m1.18394.m1,0
aten_0.1.m1.18397.m1,0
aten_0.1.m1.18398.m1,0
aten_0.1.m1.18399.m1,0
aten_0.1.m1.184.m1,0
aten_0.1.m1.1840.m1,0
aten_0.1.m1.18402.m1,0
aten_0.1.m1.18403.m1,0
aten_0.1.m1.18404.m1,0
aten_0.1.m1.18405.m1,0
aten_0.1.m1.18406.m1,0
aten_0.1.m1.18407.m1,0
aten_0.1.m1.18408.m1,0
aten_0.1.m1.18409.m1,0
aten_0.1.m1.18410.m1,0
aten_0.1.m1.18411.m1,0
aten_0.1.m1.18412.m1,0
aten_0.1.m1.18413.m1,0
aten_0.1.m1.18414.m1,0
aten_0.1.m1.18418.m1,0
aten_0.1.m1.18419.m1,0
aten_0.1.m1.18420.m1,0
aten_0.1.m1.18421.m1,0
aten_0.1.m1.18423.m1,0
aten_0.1.m1.18424.m1,0
aten_0.1.m1.18425.m1,0
aten_0.1.m1.18426.m1,0
aten_0.1.m1.18428.m1,0
aten_0.1.m1.18429.m1,0
aten_0.1.m1.18430.m1,0
aten_0.1.m1.18431.m1,0
aten_0.1.m1.18432.m1,0
aten_0.1.m1.18433.m1,0
aten_0.1.m1.18434.m1,0
aten_0.1.m1.18435.m1,0
aten_0.1.m1.18437.m1,0
aten_0.1.m1.18438.m1,0
aten_0.1.m1.18445.m1,0
aten_0.1.m1.18447.m1,0
aten_0.1.m1.18448.m1,0
aten_0.1.m1.18451.m1,0
aten_0.1.m1.18452.m1,0
aten_0.1.m1.18454.m1,0
aten_0.1.m1.18455.m1,0
aten_0.1.m1.18456.m1,0
aten_0.1.m1.18458.m1,0
aten_0.1.m1.18459.m1,0
aten_0.1.m1.18460.m1,0
aten_0.1.m1.18461.m1,0
aten_0.1.m1.18462.m1,0
aten_0.1.m1.18464.m1,0
aten_0.1.m1.18467.m1,0
aten_0.1.m1.18468.m1,0
aten_0.1.m1.1847.m1,0
aten_0.1.m1.18470.m1,0
aten_0.1.m1.18471.m1,0
aten_0.1.m1.18474.m1,0
aten_0.1.m1.18475.m1,0
