gene	CoPt_E_rep1	CoPt_H_rep1	CoPt_E_rep2	CoPt_H_rep2	CoPt_E_rep3	CoPt_H_rep3	CoPt_E_rep4	CoPt_H_rep4	Falu_E_rep1	Falu_H_rep1	Falu_E_rep3	Falu_E_rep4	Falu_H_rep4	Falu_E_rep6	Falu_H_rep6	Ftele_H_rep1	Ftele_E_rep3	Ftele_H_rep3	Ftele_E_rep5	Ftele_H_rep5	Ftele_E_rep6	Ftele_H_rep6
aten_0.1.m1.24297.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.7912.m1	38.31	6.01	1.00	0.00	0.00	0.00	1.19	0.00	1.00	0.00	2.03	0.00	0.00	0.96	0.00	1.00	5.00	0.00	2.01	1.00	0.00	0.00
aten_0.1.m1.33865.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.3014.m1	458.00	797.00	801.00	347.00	814.00	1636.00	990.00	684.00	478.00	83.00	504.00	635.00	191.00	614.00	662.00	307.00	759.00	164.00	366.00	598.00	536.00	234.00
aten_0.1.m1.11633.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.5180.m1	187.00	30.00	153.00	8.00	253.00	69.00	257.00	35.00	103.00	18.00	82.00	160.00	22.00	114.00	55.00	20.00	102.00	9.00	139.00	40.00	44.00	10.00
aten_0.1.m1.8885.m1	27.02	8.00	25.87	3.00	30.52	15.56	16.00	4.13	18.21	3.00	30.57	24.18	2.19	5.99	0.00	13.01	0.00	5.00	6.80	1.01	7.07	8.01
aten_0.1.m1.11831.m1	62.09	60.30	56.95	7.23	49.43	60.99	71.51	44.34	48.39	21.21	10.07	54.10	14.78	40.69	25.00	7.29	20.42	9.56	20.42	17.54	11.41	11.34
aten_0.1.m1.33136.m1	15.00	0.00	17.00	0.00	35.00	12.00	3.00	1.00	11.00	2.00	5.00	8.00	0.00	22.00	0.00	0.00	2.00	0.00	5.00	6.00	5.00	0.00
aten_0.1.m1.29557.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.8640.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.10315.m1	2.06	22.93	0.00	0.00	21.39	2.62	0.00	0.00	0.00	0.00	83.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.63	49.03	5.38	9.02
aten_0.1.m1.31597.m1	29.00	46.00	67.00	10.00	117.00	117.00	74.00	13.00	88.00	48.00	56.00	111.00	19.00	67.00	65.00	29.00	27.00	23.00	20.00	27.00	18.00	33.00
aten_0.1.m1.2656.m1	104.97	18.61	140.08	13.00	234.72	32.52	226.81	5.00	148.61	17.00	220.78	116.57	2.00	108.55	4.77	18.92	81.74	7.41	194.73	31.64	239.10	13.08
aten_0.1.m1.18886.m1	96.00	102.00	158.00	25.00	233.00	142.00	234.00	35.00	127.00	15.00	77.00	222.00	22.00	125.00	56.00	33.00	175.00	22.00	87.00	60.00	43.00	32.00
aten_0.1.m1.10013.m1	2.00	2.00	1.00	1.00	6.00	1.00	10.00	2.00	2.00	0.00	1.00	3.00	2.00	4.00	0.00	9.00	2.00	0.00	4.00	12.00	0.00	0.00
aten_0.1.m1.33259.m1	11.50	14.86	0.00	1.00	5.77	0.00	55.96	2.00	17.50	3.50	4.00	0.50	0.00	45.00	1.00	15.00	0.00	0.00	1.44	13.48	0.00	0.00
aten_0.1.m1.29393.m1	674.42	959.40	828.23	446.93	1294.54	1596.36	1195.11	681.74	1122.05	520.08	893.15	1111.17	493.48	689.30	812.05	1084.96	687.18	499.49	523.01	914.50	606.66	638.51
aten_0.1.m1.4240.m1	161.00	79.00	232.00	57.00	345.00	216.00	281.00	38.00	118.00	21.00	188.00	313.00	89.00	229.00	75.00	59.00	153.00	58.00	158.00	48.00	107.00	48.00
aten_0.1.m1.18135.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.15484.m1	459.00	81.00	317.00	16.00	652.00	67.00	467.00	53.00	286.00	42.00	521.00	286.00	111.00	310.00	46.00	143.00	130.00	38.00	498.00	143.00	328.00	46.00
aten_0.1.m1.19558.m1	85.00	393.00	120.00	508.00	242.00	483.00	233.00	186.00	217.00	514.00	121.00	247.00	150.00	168.00	284.00	386.00	213.00	237.00	110.00	534.00	177.00	396.00
aten_0.1.m1.14151.m1	138.00	75.00	163.00	23.00	213.00	101.00	300.00	36.00	156.00	25.00	118.00	196.00	41.00	131.00	42.00	32.00	107.00	19.00	82.00	84.00	58.00	25.00
aten_0.1.m1.8264.m1	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00
aten_0.1.m1.23418.m1	1.00	0.00	0.00	0.00	392.00	293.00	21.00	1.00	201.00	87.00	0.00	12.00	4.00	13.00	4.00	2.00	0.00	1.00	0.00	0.00	131.00	68.00
aten_0.1.m1.15486.m1	20.56	3.14	32.31	0.00	21.13	0.00	13.00	2.00	3.12	1.69	18.24	7.36	1.00	6.27	0.00	4.70	9.95	0.00	11.46	5.22	5.00	0.00
aten_0.1.m1.11658.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.26508.m1	826.00	648.00	1310.00	251.00	1455.00	1202.00	2017.00	393.00	1301.00	576.00	1231.00	1153.00	553.00	912.00	1178.00	497.00	921.00	327.00	723.00	1041.00	766.00	396.00
aten_0.1.m1.14339.m1	2.14	0.00	2.37	0.00	0.00	2.39	4.16	2.75	2.10	0.00	6.20	1.80	0.00	8.83	9.99	8.31	0.00	1.80	2.31	1.93	2.93	2.69
aten_0.1.m1.25808.m1	11.00	0.00	22.00	0.00	44.00	15.00	20.00	0.00	19.00	0.00	27.00	18.00	2.00	13.00	0.00	3.00	18.00	7.00	9.00	3.00	6.00	0.00
aten_0.1.m1.16397.m1	225.00	128.00	272.00	44.00	314.00	127.00	301.00	55.00	246.00	90.00	290.00	217.00	48.00	158.00	91.00	171.00	213.00	64.00	158.00	210.00	164.00	65.00
aten_0.1.m1.12829.m1	1770.00	1131.00	2099.00	313.00	2321.00	1646.00	1694.00	433.00	1667.00	327.00	1467.00	1529.00	381.00	1208.00	493.00	552.00	1038.00	295.00	1009.00	1248.00	732.00	313.00
aten_0.1.m1.10406.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.7191.m1	94.00	38.00	72.00	2.00	2.00	1.00	15.00	0.00	11.00	4.00	39.00	28.00	11.00	17.00	5.00	2.00	33.00	7.00	84.00	13.00	5.00	0.00
aten_0.1.m1.31882.m1	0.00	0.00	0.00	0.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	2.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.14672.m1	1.00	5.00	2.00	0.00	1.00	2.00	0.00	0.00	11.00	4.00	5.00	5.00	2.00	3.00	2.00	0.00	2.00	3.00	2.00	2.00	2.00	1.00
aten_0.1.m1.27969.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.38292.m1	3.91	2.00	11.38	2.00	1.62	0.00	10.02	0.00	0.00	0.00	0.00	12.00	1.00	6.00	0.00	4.00	21.10	0.00	5.00	5.74	14.00	6.82
aten_0.1.m1.16376.m1	126.00	52.00	133.00	1.00	158.00	63.00	120.00	49.00	80.00	13.00	70.00	160.00	32.00	79.00	33.00	20.00	54.00	21.00	55.00	16.00	50.00	33.00
aten_0.1.m1.28078.m1	53.00	2.00	44.00	0.00	56.00	2.00	43.00	0.00	60.00	4.00	27.00	19.00	0.00	29.00	3.00	15.00	15.00	0.00	36.00	37.00	14.00	0.00
aten_0.1.m1.10832.m1	50.00	62.00	102.00	70.00	124.00	172.00	108.00	62.00	92.00	101.00	80.00	113.00	84.00	58.00	73.00	100.00	49.00	78.00	62.00	96.00	51.00	110.00
aten_0.1.m1.2627.m1	63.00	19.00	47.00	0.00	58.00	34.00	35.00	20.00	64.00	6.00	67.00	71.00	22.00	40.00	25.00	3.00	13.00	2.00	29.00	3.00	9.00	6.00
aten_0.1.m1.30134.m1	289.00	292.00	406.00	160.00	589.00	289.00	827.00	238.00	325.00	118.00	489.00	516.00	160.00	347.00	172.00	198.00	498.00	117.00	207.00	132.00	425.00	208.00
aten_0.1.m1.10876.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.37192.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22169.m1	15.00	36.00	27.00	34.00	42.00	75.00	30.00	5.00	43.00	14.00	26.00	33.00	20.00	36.00	49.00	38.00	31.00	32.00	14.00	29.00	8.00	12.00
aten_0.1.m1.8888.m1	1.00	0.00	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00	8.00	0.00	0.00
aten_0.1.m1.31858.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.12908.m1	316.00	263.00	305.00	54.00	419.00	308.00	406.00	102.00	251.00	50.00	268.00	317.00	65.00	273.61	151.00	124.00	180.00	21.00	148.00	119.00	230.00	99.00
aten_0.1.m1.30537.m1	93.35	71.89	166.77	25.00	262.22	90.95	161.56	28.94	191.24	11.94	78.05	169.20	20.75	173.91	24.60	32.00	107.22	46.00	81.59	18.63	94.70	50.00
aten_0.1.m1.30116.m1	541.00	199.00	417.00	79.00	415.00	79.00	413.00	103.00	346.00	36.00	561.00	309.00	28.00	288.00	247.00	112.00	222.00	44.00	474.00	231.00	355.00	36.00
aten_0.1.m1.27781.m1	71.00	4.00	86.00	1.00	50.00	13.00	91.00	6.00	67.00	4.00	38.00	28.00	1.00	68.00	10.00	56.00	27.00	8.00	50.00	29.00	13.00	6.00
aten_0.1.m1.11251.m1	113.43	20.24	163.63	6.16	255.70	71.47	283.03	11.13	162.33	27.20	228.82	180.55	25.23	156.23	31.29	27.28	78.44	9.06	164.76	34.30	87.19	9.08
aten_0.1.m1.36481.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.18834.m1	256.00	158.00	325.00	45.00	495.00	138.00	432.00	65.00	408.00	33.00	368.00	500.00	28.00	312.00	95.00	93.00	247.00	17.00	342.00	148.00	227.00	38.00
aten_0.1.m1.1045.m1	453.34	269.94	326.84	13.83	253.17	72.78	758.30	36.00	78.00	14.00	76.98	373.60	58.93	227.59	60.00	8.00	101.76	60.00	88.23	25.00	145.34	24.00
aten_0.1.m1.30241.m1	0.00	0.00	2.51	0.00	0.96	0.00	0.00	0.00	5.54	0.00	2.42	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.26963.m1	16.03	2.02	4.29	6.56	17.05	3.14	10.89	0.00	10.84	85.85	54.53	4.90	0.00	9.59	0.00	456.72	51.54	10.93	4.57	38.46	15.87	44.87
aten_0.1.m1.10801.m1	1.00	11.00	2.00	2.00	8.00	19.00	4.00	1.00	14.00	10.00	2.00	6.00	1.00	0.00	27.00	6.00	3.00	4.00	4.00	8.00	5.00	16.00
aten_0.1.m1.1817.m1	9.00	0.00	8.00	0.00	22.00	2.00	13.00	2.00	9.00	1.00	12.00	5.00	0.00	8.00	0.00	31.00	2.00	0.00	12.00	11.00	4.00	0.00
aten_0.1.m1.21232.m1	0.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22719.m1	39.50	61.68	41.59	25.14	44.53	36.81	46.41	13.64	144.55	18.96	67.76	92.28	23.05	53.98	35.93	31.07	46.56	51.05	13.63	15.01	45.98	64.01
aten_0.1.m1.23842.m1	0.00	0.00	0.00	0.00	0.00	4.67	0.00	1.86	0.87	0.72	0.00	0.00	0.00	0.00	1.71	0.00	0.00	0.00	0.00	0.00	1.88	1.00
aten_0.1.m1.31408.m1	5.73	0.00	1.39	0.00	3.00	1.00	6.00	2.00	6.18	0.00	7.00	1.84	3.00	4.00	2.00	1.00	5.01	1.00	9.00	0.00	5.00	2.00
aten_0.1.m1.24123.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.24155.m1	4.00	1.00	3.00	0.99	3.06	0.00	12.82	1.00	2.26	0.00	2.00	3.00	0.00	5.11	0.00	0.00	2.00	0.00	1.00	2.98	0.00	0.00
aten_0.1.m1.15074.m1	125.00	19.00	164.00	12.00	195.00	64.00	192.00	12.00	173.00	7.00	137.00	123.00	15.00	112.00	27.00	15.00	69.00	7.00	80.00	25.00	57.00	7.00
aten_0.1.m1.14986.m1	40.00	14.00	71.00	2.00	176.00	80.00	60.00	16.00	62.00	8.00	36.00	97.00	21.00	49.00	44.00	4.00	36.00	8.00	19.00	27.00	15.00	33.00
aten_0.1.m1.26529.m1	146.00	173.00	299.00	127.00	67.00	59.00	447.00	151.00	178.00	80.00	174.00	171.00	121.00	219.00	317.00	284.00	197.00	121.00	142.00	202.00	273.00	279.00
aten_0.1.m1.37457.m1	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.29035.m1	37.03	21.95	54.70	4.00	73.00	15.00	63.00	2.00	82.00	4.00	68.02	33.57	3.15	34.00	3.00	29.01	58.00	2.93	45.02	17.00	46.60	6.88
aten_0.1.m1.37002.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.54	2.17	1.72	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.33752.m1	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	3.00	3.00
aten_0.1.m1.36857.m1	253.57	143.64	184.33	52.59	337.31	182.59	334.82	249.22	144.62	67.89	375.21	301.74	126.81	208.83	58.96	125.69	199.95	38.75	320.91	130.75	177.88	54.00
aten_0.1.m1.13520.m1	1.00	0.00	0.00	1.00	0.00	1.00	3.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
aten_0.1.m1.16386.m1	1.01	1.12	1.63	0.52	9.10	0.87	2.00	1.04	9.55	1.00	1.07	4.13	0.50	1.13	0.00	1.65	0.31	0.00	1.35	0.00	3.00	0.00
aten_0.1.m1.9364.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9349.m1	599.00	194.00	465.00	69.00	1433.00	462.00	1075.00	202.00	381.00	63.00	391.00	461.00	132.00	1043.00	152.00	168.00	593.00	133.00	451.00	91.00	594.00	76.00
aten_0.1.m1.8686.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.30990.m1	19.77	10.99	1.00	0.00	1.00	0.00	6.59	0.00	1.00	0.00	11.91	11.65	2.00	3.98	1.00	21.00	7.00	0.00	8.73	3.00	9.75	6.00
aten_0.1.m1.15580.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.8838.m1	34.12	9.00	11.67	0.00	0.00	0.00	4.06	0.00	2.94	3.00	1.39	12.25	0.00	0.00	0.00	0.00	13.38	2.00	1.32	0.00	4.66	0.00
aten_0.1.m1.18487.m1	11.00	5.00	11.00	3.00	5.00	6.00	8.00	2.00	12.00	3.00	8.00	14.00	3.00	11.00	3.00	0.00	4.00	0.00	13.00	5.00	7.00	1.00
aten_0.1.m1.25997.m1	3.29	3.01	0.00	0.00	8.56	0.71	4.96	3.90	4.00	2.00	4.60	1.00	0.00	0.00	0.00	0.18	0.00	0.00	4.93	2.23	1.08	0.00
aten_0.1.m1.12251.m1	110.00	40.00	132.00	5.00	129.00	32.00	109.00	24.00	35.00	8.00	60.00	51.00	9.00	48.00	50.00	7.00	26.00	3.00	26.00	22.00	27.00	18.00
aten_0.1.m1.24659.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.34636.m1	111.00	18.00	73.00	53.00	143.00	19.00	98.00	13.00	73.00	31.00	233.00	65.00	12.00	57.00	27.00	33.00	29.00	3.00	28.00	81.00	19.00	6.00
aten_0.1.m1.31487.m1	0.00	3.31	0.86	0.00	0.00	1.84	2.51	0.00	1.01	1.99	1.46	1.59	1.00	0.00	1.72	2.03	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.18826.m1	8.00	5.00	3.00	0.00	0.00	0.00	3.00	1.00	2.00	0.00	1.00	7.00	5.00	3.00	7.00	1.00	0.00	1.00	2.00	2.00	0.00	0.00
aten_0.1.m1.8982.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.7540.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.5196.m1	255.30	244.10	334.06	52.73	574.20	479.32	489.74	158.14	420.46	125.45	417.83	455.22	330.42	300.86	356.59	217.63	205.71	218.46	202.65	238.14	237.76	218.77
aten_0.1.m1.19476.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.15082.m1	37.00	15.00	47.00	2.00	63.00	31.00	46.00	1.00	57.00	7.00	32.00	40.00	5.00	29.00	11.00	11.00	20.00	7.00	31.00	35.00	15.00	15.00
aten_0.1.m1.13701.m1	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.34557.m1	26.00	70.00	45.00	614.00	148.00	212.00	115.00	130.00	280.00	361.00	503.00	1020.00	1061.00	542.00	221.00	115.00	445.00	659.00	71.00	265.00	240.00	239.00
aten_0.1.m1.2434.m1	7.00	2.00	0.00	3.00	5.00	11.00	1.00	1.00	1.00	5.00	1.00	0.00	2.00	1.00	3.00	7.00	3.00	3.00	2.00	10.00	0.00	2.00
aten_0.1.m1.6528.m1	15.00	7.00	5.00	3.00	2.00	6.00	4.00	1.00	11.00	6.00	2.00	26.00	1.00	16.00	12.00	0.00	2.00	1.00	16.00	16.00	7.00	3.00
aten_0.1.m1.14320.m1	12581.00	8991.00	9004.00	1908.00	12736.00	10246.00	14215.00	5799.00	7224.00	3758.00	11967.00	7663.00	5044.00	6850.00	5013.00	5263.00	6651.00	4486.00	10308.00	6250.00	9201.00	3664.00
aten_0.1.m1.9789.m1	0.00	3.06	0.00	0.00	2.00	0.00	0.00	0.00	4.48	0.99	0.00	0.00	0.00	0.00	0.00	1.75	2.38	0.00	1.07	8.97	1.00	1.63
aten_0.1.m1.18602.m1	0.00	8.15	1.42	0.00	0.00	0.00	2.09	0.00	0.00	1.00	0.00	1.02	0.00	0.00	0.21	0.00	0.00	2.31	0.00	0.00	0.00	1.01
aten_0.1.m1.669.m1	3.00	2.00	5.00	0.00	13.00	0.00	17.00	0.00	3.00	0.00	1.00	84.00	17.00	3.00	1.00	0.00	2.00	0.00	5.00	1.00	2.00	0.00
aten_0.1.m1.36721.m1	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00
aten_0.1.m1.8130.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.19348.m1	3.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	0.00	1.00	0.00	3.00	0.00	0.00	5.00	0.00	2.00	0.00	0.00	0.00
aten_0.1.m1.30659.m1	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00
aten_0.1.m1.15371.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.20171.m1	0.00	0.00	0.00	0.00	6.03	0.00	1.68	0.00	0.00	0.00	1.72	0.74	0.00	0.00	0.00	1.06	2.66	2.00	1.29	0.99	1.00	0.88
aten_0.1.m1.186.m1	0.00	0.00	67.00	4.00	0.00	0.00	31.00	0.00	9.00	1.00	0.00	0.00	0.00	0.00	0.00	3.00	12.00	5.00	25.00	12.00	0.00	0.00
aten_0.1.m1.22301.m1	0.00	0.00	0.00	0.83	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00
aten_0.1.m1.10845.m1	182.38	303.89	345.16	138.93	437.02	537.82	503.40	168.54	274.70	125.04	195.07	317.89	164.88	210.08	320.27	123.30	213.54	144.17	136.94	242.88	129.94	179.35
aten_0.1.m1.36043.m1	10.00	0.00	11.00	21.00	5.00	9.00	2.00	31.00	4.00	5.00	1.00	1.00	0.00	0.00	0.00	8.00	32.00	139.00	1.00	20.00	45.00	92.00
aten_0.1.m1.1111.m1	44.00	4.00	77.00	5.00	87.00	15.00	105.00	1.00	51.00	1.00	55.00	69.00	6.00	46.00	1.00	14.00	57.00	7.00	37.00	6.00	12.00	1.00
aten_0.1.m1.5084.m1	160.65	132.00	191.00	13.00	203.94	62.00	206.66	36.00	215.00	24.00	134.00	187.00	10.00	157.00	61.00	49.00	112.00	6.00	97.83	128.00	56.81	8.00
aten_0.1.m1.23778.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.10442.m1	296.00	289.00	349.00	144.00	469.00	391.00	577.00	159.00	453.00	119.00	462.00	342.00	86.00	249.00	162.00	456.00	255.00	127.00	247.00	269.00	334.00	158.00
aten_0.1.m1.2930.m1	62.00	18.00	81.00	3.00	231.00	52.00	138.00	13.00	98.00	4.00	186.00	115.12	21.00	70.00	15.00	19.00	102.00	54.00	78.59	54.00	56.00	21.00
aten_0.1.m1.7619.m1	92.39	15.04	53.05	0.99	480.47	71.23	429.22	8.92	110.75	7.00	59.19	32.70	5.00	64.21	37.78	14.14	63.63	11.04	39.64	24.47	4.01	2.00
aten_0.1.m1.12408.m1	15.00	0.00	31.00	0.00	10.00	7.00	25.00	1.00	10.00	1.00	23.00	4.00	0.00	13.00	0.00	1.00	1.00	1.00	18.00	1.00	2.00	0.00
aten_0.1.m1.22350.m1	77.90	8.00	10.00	3.00	102.01	159.41	75.31	35.69	100.12	18.00	13.00	23.87	15.00	10.86	5.00	0.00	0.00	7.00	66.45	20.01	27.00	6.00
aten_0.1.m1.21649.m1	162.52	529.00	231.81	299.00	499.52	874.73	409.78	230.59	296.00	199.00	310.54	409.48	226.00	255.34	583.00	277.00	253.00	162.65	178.00	499.00	245.25	339.62
aten_0.1.m1.4932.m1	7.04	2.68	11.02	2.77	22.63	10.31	4.48	7.35	6.37	1.42	10.02	5.29	2.13	11.13	5.68	9.00	10.42	9.04	9.81	10.47	0.00	4.00
aten_0.1.m1.16448.m1	77.54	225.53	109.46	140.95	229.10	524.00	150.18	196.65	187.37	292.67	98.81	140.76	259.91	83.97	266.22	447.17	140.80	761.59	91.09	323.69	120.11	774.14
aten_0.1.m1.24621.m1	1.00	0.00	23.93	12.49	102.74	79.93	177.23	27.62	17.16	33.61	7.00	67.67	38.89	0.00	0.00	17.00	34.46	84.09	0.00	0.00	7.04	9.79
aten_0.1.m1.34848.m1	182.39	85.51	296.25	4.64	388.70	60.49	357.95	17.88	232.61	18.35	166.20	359.03	17.91	245.43	63.00	31.30	159.28	14.33	146.11	49.22	162.21	46.09
aten_0.1.m1.13765.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.34966.m1	118.00	18.00	125.00	5.00	164.00	51.00	118.00	5.00	116.00	10.00	129.00	138.00	7.00	72.00	2.00	18.00	82.00	6.00	78.00	20.00	43.00	2.00
aten_0.1.m1.16333.m1	904.00	2111.00	1026.00	822.00	1130.00	2869.00	752.00	1725.00	651.00	1597.00	864.00	792.00	1056.00	523.00	1659.00	1683.00	347.00	1021.00	592.00	2095.00	421.00	1306.00
aten_0.1.m1.3016.m1	78.00	5.00	53.00	5.00	72.00	15.00	63.00	5.00	49.00	4.00	42.00	50.00	4.00	49.00	8.00	5.00	21.00	8.00	28.00	5.00	24.00	15.00
aten_0.1.m1.14333.m1	0.00	4.13	23.00	9.43	22.37	5.02	8.96	1.32	15.60	4.33	22.14	14.61	7.79	12.51	8.47	6.68	14.64	0.00	16.10	10.05	0.00	1.31
aten_0.1.m1.15433.m1	80.85	5.68	71.25	0.00	99.96	5.44	92.04	1.24	81.88	1.03	94.63	51.29	0.00	36.29	7.53	29.95	25.72	4.71	64.34	34.18	25.32	4.18
